id,sentence,difficulty,processed_sentence,sentence_length,avg_word_length,type_token_ratio,syntactic_complexity,pos_tags,PUNCT,ADV,CCONJ,X,AUX,DET,PRON,NUM,NOUN,INTJ,ADP,ADJ,VERB,PROPN,SCONJ
1482,Peux-tu m'aider?,A1,peuxtu maider,2,7.5,1.0,0,"{'PROPN': 2, 'ADV': 1, 'PRON': 1, 'VERB': 1, 'PUNCT': 1}",1,1,0,0,0,0,1,0,0,0,0,0,1,2,0
1483,Votre amitié me soutenait : sans cette amitié je ne puis vivre.,C2,votre amitié me soutenir   sans ce amitié je ne pouvoir vivre,12,4.333333333333333,0.9166666666666666,0,"{'DET': 2, 'NOUN': 2, 'PRON': 2, 'VERB': 3, 'PUNCT': 2, 'ADP': 1, 'ADV': 1}",2,1,0,0,0,2,2,0,2,0,1,0,3,0,0
1484,"C'est un immeuble gris, pas très loin de l'école et de chez moi.",A2,cest un immeuble gris pas très loin de lécole et de chez moi,13,4.0,0.9230769230769231,1,"{'PRON': 2, 'AUX': 1, 'DET': 2, 'NOUN': 2, 'ADJ': 1, 'PUNCT': 2, 'ADV': 3, 'ADP': 3, 'CCONJ': 1}",2,3,1,0,1,2,2,0,2,0,3,1,0,0,0
1485,"La ""visio"" atténuera sans doute l'émotion des retrouvailles et la solennité des adieux.",C1,le visio atténuer sans doute lémotion de retrouvaille et le solennité de adieu,13,5.769230769230769,0.9230769230769231,0,"{'DET': 3, 'PUNCT': 3, 'ADJ': 1, 'VERB': 1, 'ADP': 3, 'NOUN': 5, 'CCONJ': 1}",3,0,1,0,0,3,0,0,5,0,3,1,1,0,0
1486,Il était déjà minuit et quart quand Pierre est rentré chez lui.,B1,il être déjà minuit et quart quand pierre être rentrer chez luire,12,4.333333333333333,1.0,0,"{'PRON': 2, 'AUX': 2, 'ADV': 1, 'ADJ': 1, 'CCONJ': 1, 'NOUN': 1, 'SCONJ': 1, 'PROPN': 1, 'VERB': 1, 'ADP': 1, 'PUNCT': 1}",1,1,1,0,2,0,2,0,1,0,1,1,1,1,1
1487,"Cependant une invincible timidité m'arrêtait : tous mes discours expiraient sur mes lèvres, ou se terminaient tout autrement que je ne l'avais projeté.",C2,cependant un invincible timidité marrêter   tout mon discours expirer sur mon lèvre ou se terminer tout autrement que je ne lavai projeter,23,5.608695652173913,0.9565217391304348,1,"{'ADV': 3, 'DET': 5, 'ADJ': 2, 'NOUN': 4, 'PRON': 3, 'VERB': 4, 'PUNCT': 3, 'ADP': 1, 'CCONJ': 1, 'SCONJ': 1}",3,3,1,0,0,5,3,0,4,0,1,2,4,0,1
1488,Sixtine nous a cassé les couilles sur le forum de gestion de projet.,B2,sixtine nous avoir casser le couille sur le forum de gestion de projet,13,4.3076923076923075,0.9230769230769231,0,"{'PROPN': 1, 'PRON': 1, 'AUX': 1, 'VERB': 1, 'DET': 2, 'NOUN': 4, 'ADP': 3, 'PUNCT': 1}",1,0,0,0,1,2,1,0,4,0,3,0,1,1,0
1489,J'ai 20 ans.,A1,jai 20 an,3,3.3333333333333335,1.0,0,"{'PRON': 1, 'VERB': 1, 'NUM': 1, 'NOUN': 1, 'PUNCT': 1}",1,0,0,0,0,0,1,1,1,0,0,0,1,0,0
1490,"Pis, leurs compagnons peuvent être saisis d'angoisse face à leur ménopause, observe la psychanalyste Jacqueline Schaeffer.",C1,pis leur compagnon pouvoir être saisir dangoisse face à son ménopause observer le psychanalyst jacqueline schaeffer,16,6.6875,1.0,2,"{'PROPN': 3, 'PUNCT': 3, 'DET': 3, 'NOUN': 4, 'VERB': 3, 'AUX': 1, 'ADP': 2, 'ADJ': 1}",3,0,0,0,1,3,0,0,4,0,2,1,3,3,0
1491,Salut!,A1,salut,1,6.0,1.0,0,"{'PROPN': 1, 'PUNCT': 1}",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1492,"Ils habitent en face d'une serveuse, Penny, dont le rêve est de devenir actrice.",B1,il habiter en face dune serveur penny dont le rêve être de devenir acteur,14,4.785714285714286,1.0,2,"{'PRON': 2, 'VERB': 2, 'ADP': 3, 'NOUN': 4, 'DET': 2, 'PUNCT': 3, 'PROPN': 1, 'AUX': 1}",3,0,0,0,1,2,2,0,4,0,3,0,2,1,0
1493,"Alors, en quelque mois, éleveurs et fonctionnaires du Montana abattent, avec l'accord du parc, plus de 1000 bisons sans même vérifier s'ils sont porteurs de brucellose.",C1,alors en quelque mois éleveur et fonctionnaire de montana abattre avec laccord de parc plus de 1000 bison sans même vérifier sil être porteur de brucellose,26,5.5,0.9230769230769231,4,"{'ADV': 4, 'PUNCT': 5, 'ADP': 7, 'DET': 2, 'NOUN': 7, 'CCONJ': 1, 'PROPN': 1, 'NUM': 1, 'VERB': 2, 'SCONJ': 1, 'PRON': 1, 'AUX': 1}",5,4,1,0,1,2,1,1,7,0,7,0,2,1,1
1494,Tu prends une douche et tu vas au lit.,A1,tu prend un douche et tu va au lit,9,3.3333333333333335,1.0,0,"{'NUM': 1, 'NOUN': 4, 'DET': 1, 'CCONJ': 1, 'ADP': 2, 'PUNCT': 1}",1,0,1,0,0,1,0,1,4,0,2,0,0,0,0
1495,"Il marcha pendant un an et un jour, se nourrissant de fruits et de racines.",B1,il marcher pendant un an et un jour se nourrir de fruit et de racine,15,4.066666666666666,0.8,1,"{'PRON': 2, 'VERB': 2, 'ADP': 3, 'DET': 2, 'NOUN': 4, 'CCONJ': 2, 'PUNCT': 2}",2,0,2,0,0,2,2,0,4,0,3,0,2,0,0
1496,"C'est cette première canicule qui avait notamment décidé Greta Thunberg à s'asseoir avec sa pancarte devant le parlement de Stockholm, c'était le début de la grande mobilisation des jeunes pour le climat",B1,cest ce premier canicule qui avoir notamment décider greta thunberg à sasseoir avec son pancarte devant le parlement de stockholm céter le début de le grand mobilisation de jeune pour le climat,32,5.375,0.90625,1,"{'PRON': 4, 'AUX': 3, 'DET': 6, 'ADJ': 2, 'NOUN': 8, 'ADV': 1, 'VERB': 2, 'PROPN': 2, 'ADP': 7, 'PUNCT': 1}",1,1,0,0,3,6,4,0,8,0,7,2,2,2,0
1497,Mon petit frère a pris le bus public pour aller jouer au football avec ses copains.,A2,mon petit frère avoir prendre le bus public pour aller jouer au football avec son copain,16,4.25,1.0,0,"{'DET': 3, 'ADJ': 2, 'NOUN': 4, 'AUX': 1, 'VERB': 3, 'ADP': 3, 'PUNCT': 1}",1,0,0,0,1,3,0,0,4,0,3,2,3,0,0
1498,"Je crois à l'existence d'un mammifère, puissamment organisé, appartenant à l'embranchement des vertébrés, comme les baleines, les cachalots ou les dauphins, et muni d'une défense cornée dont la force de pénétration est extrême.",C1,je croire à lexistence dun mammifère puissamment organiser appartenir à lembranchement de vertébré comme le baleine le cachalot ou le dauphin et munir dune défense corné dont le force de pénétration être extrême,33,5.909090909090909,0.9090909090909091,5,"{'PRON': 2, 'VERB': 3, 'ADP': 7, 'DET': 8, 'NOUN': 10, 'PUNCT': 6, 'ADV': 1, 'CCONJ': 2, 'ADJ': 3, 'AUX': 1}",6,1,2,0,1,8,2,0,10,0,7,3,3,0,0
1499,"Or à prendre les choses rigoureusement, l'homme est tout aussi déterminé à se mouvoir sous l'influence de causes externes qu'une pierre qui reçoit une impulsion",C2,or à prendre le chose rigoureusemer lhomm être tout aussi déterminé à se mouvoir sou linfluence de cause externe quune pierre qui recevoir un impulsion,25,5.44,0.96,1,"{'CCONJ': 1, 'ADP': 4, 'VERB': 4, 'DET': 5, 'NOUN': 6, 'PUNCT': 1, 'AUX': 1, 'ADV': 2, 'ADJ': 2, 'PRON': 2, 'SCONJ': 1}",1,2,1,0,1,5,2,0,6,0,4,2,4,0,1
1500,Je n'ai pas très faim.,A1,je nai pas très faim,5,3.6,1.0,0,"{'PRON': 1, 'ADV': 3, 'VERB': 1, 'NOUN': 1, 'PUNCT': 1}",1,3,0,0,0,0,1,0,1,0,0,0,1,0,0
1501,Nous pouvons affirmer avec certitude que cette zone était utilisée comme cimetière entre le dernier quart du Ier siècle et la première moitié du IIe siècle de notre ère.,C1,nous pouvoir affirmer avec certitude que ce zone être utiliser comme cimetière entrer le dernier quart de ier siècle et le premier moitié de iie siècle de notre ère,29,4.862068965517241,0.9310344827586207,0,"{'PRON': 1, 'VERB': 3, 'ADP': 6, 'NOUN': 10, 'SCONJ': 1, 'DET': 4, 'AUX': 1, 'ADJ': 2, 'CCONJ': 1, 'PUNCT': 1}",1,0,1,0,1,4,1,0,10,0,6,2,3,0,1
1502,On cherche toujours à opposer l'humain et la machine.,B1,on cherche toujours à opposer lhumain et le machine,9,5.0,1.0,0,"{'DET': 3, 'VERB': 2, 'ADV': 1, 'ADP': 1, 'NOUN': 2, 'CCONJ': 1, 'PUNCT': 1}",1,1,1,0,0,3,0,0,2,0,1,0,2,0,0
1503,Je les ai vues devant la pharmacie,A2,je le avoir voir devant le pharmacie,7,4.0,1.0,0,"{'PRON': 3, 'AUX': 1, 'ADJ': 1, 'ADP': 1, 'VERB': 1}",0,0,0,0,1,0,3,0,0,0,1,1,1,0,0
1504,Un enseignement scolaire pour créer des liens entre les matières,C1,un enseignement scolaire pour créer un lien entrer le matière,10,5.5,1.0,0,"{'DET': 3, 'NOUN': 3, 'ADJ': 1, 'ADP': 2, 'VERB': 1}",0,0,0,0,0,3,0,0,3,0,2,1,1,0,0
1505,"Coucou mes amis, je réunis tous ceux que j'aime bien pour fêter l'arrivée de l'été le 21 juin",A1,coucou mon ami je réunir tout celui que jaime bien pour fêter larriver de lété le 21 juin,18,4.222222222222222,1.0,1,"{'NOUN': 4, 'DET': 4, 'PUNCT': 1, 'PRON': 4, 'VERB': 3, 'ADJ': 1, 'ADV': 1, 'ADP': 2, 'PROPN': 1, 'NUM': 1}",1,1,0,0,0,4,4,1,4,0,2,1,3,1,0
1506,"À vingt ans, le prince était d'une beauté splendide.",B1,à vingt an le prince être dun beauté splendide,9,4.888888888888889,1.0,1,"{'ADP': 2, 'NUM': 1, 'NOUN': 2, 'PUNCT': 2, 'DET': 2, 'PROPN': 1, 'AUX': 1, 'ADJ': 1}",2,0,0,0,1,2,0,1,2,0,2,1,0,1,0
1507,Alors le Salon du Chocolat est l'événement à ne pas manquer,A2,alors le salon de chocolat être lévénement à ne pas manquer,11,4.454545454545454,1.0,0,"{'ADV': 3, 'DET': 2, 'NOUN': 3, 'ADP': 2, 'AUX': 1, 'VERB': 1}",0,3,0,0,1,2,0,0,3,0,2,0,1,0,0
1508,"Un Chat, nommé Rodilardus, faisait de rats telle déconfiture, que l'on n'en voyait presque plus, tant il en avait mis dedans la sépulture.",C2,un chat nommer rodilardu faire de rat tel déconfiture que lon nen voir presque plus tant il en avoir mettre dedans le sépulture,23,5.043478260869565,1.0,4,"{'DET': 2, 'NOUN': 5, 'PUNCT': 5, 'PROPN': 1, 'VERB': 3, 'ADP': 2, 'ADJ': 1, 'SCONJ': 1, 'PRON': 5, 'ADV': 4, 'AUX': 1}",5,4,0,0,1,2,5,0,5,0,2,1,3,1,1
1509,"Elle présente un style très cohérent, car elle a été construite assez rapidement.",C1,lui présente un style très cohérent car lui avoir être construire assez rapidement,13,5.3076923076923075,1.0,1,"{'PRON': 2, 'VERB': 2, 'DET': 1, 'NOUN': 1, 'ADV': 4, 'PUNCT': 2, 'CCONJ': 1, 'AUX': 2}",2,4,1,0,2,1,2,0,1,0,0,0,2,0,0
1510,"Elle fais ses devoirs puis prépare le dîner et finalement, elle regarde un film avant d'aller se coucher",B1,lui faire son devoir pouvoir prépare le dîner et finalement lui regarder un film avant daller se coucher,18,4.944444444444445,1.0,1,"{'PRON': 4, 'VERB': 5, 'DET': 2, 'NOUN': 3, 'CCONJ': 2, 'ADV': 1, 'PUNCT': 1, 'ADP': 2}",1,1,2,0,0,2,4,0,3,0,2,0,5,0,0
1511,Le train de ma soeur arrive à 20h05,A1,le train de mon soeur arriv à 20h05,8,3.5,1.0,0,"{'DET': 2, 'NOUN': 3, 'ADP': 2, 'ADJ': 1}",0,0,0,0,0,2,0,0,3,0,2,1,0,0,0
1512,En un mot : toute ma vie.,A2,en un mot   tout mon vie,7,2.7142857142857144,1.0,0,"{'ADP': 1, 'DET': 2, 'NOUN': 2, 'PUNCT': 2, 'ADJ': 1}",2,0,0,0,0,2,0,0,2,0,1,1,0,0,0
1513,"La trap, ça reste du rap, c'est juste un petit dérivé",A2,le trap cela reste de rap cest juste un petit dérivé,11,3.909090909090909,1.0,2,"{'DET': 2, 'NOUN': 3, 'PUNCT': 2, 'PRON': 2, 'VERB': 1, 'ADP': 1, 'AUX': 1, 'ADV': 1, 'ADJ': 1}",2,1,0,0,1,2,2,0,3,0,1,1,1,0,0
1514,Le stockage des déchets radioactifs présente un grand risque pour l'environnement.,B2,le stockage de déchet radioactif présente un grand risque pour lenvironnement,11,6.545454545454546,1.0,0,"{'DET': 3, 'NOUN': 4, 'ADP': 2, 'ADJ': 2, 'VERB': 1, 'PUNCT': 1}",1,0,0,0,0,3,0,0,4,0,2,2,1,0,0
1515,"Tout d'abord, pourquoi ne pas considérer le travail comme une unique contrainte puisque dès son origine, cette activité est désignée comme telle",C2,tout dabord pourquoi ne pas considérer le travail comme un unique contraindre puisque dès son origine ce activité être désigner comme tel,22,5.590909090909091,0.9545454545454546,2,"{'ADV': 5, 'ADP': 4, 'PUNCT': 2, 'VERB': 2, 'DET': 4, 'NOUN': 4, 'ADJ': 2, 'SCONJ': 1, 'AUX': 1}",2,5,0,0,1,4,0,0,4,0,4,2,2,0,1
1516,Cet essor est lié à la mise en place de mesures fiscales favorables aux parents.,C1,ce essor être lier à le mise en place de mesure fiscal favorable à parent,15,4.4,1.0,0,"{'DET': 2, 'PRON': 1, 'AUX': 1, 'VERB': 1, 'ADP': 4, 'NOUN': 4, 'ADJ': 2, 'PUNCT': 1}",1,0,0,0,1,2,1,0,4,0,4,2,1,0,0
1517,J'ai rendez vous chez le coiffeur.,A1,jai rendre vous chez le coiffeur,6,4.833333333333333,1.0,0,"{'PRON': 2, 'AUX': 1, 'VERB': 1, 'ADP': 1, 'DET': 1, 'NOUN': 1, 'PUNCT': 1}",1,0,0,0,1,1,2,0,1,0,1,0,1,0,0
1518,Qu'est-ce que vous mangez pour le petit-déjeuner ?,A1,questce que vous manger pour le petitdéjeuner,8,5.375,1.0,0,"{'PRON': 3, 'AUX': 1, 'SCONJ': 1, 'VERB': 1, 'ADP': 1, 'DET': 1, 'NOUN': 1, 'PUNCT': 1}",1,0,0,0,1,1,3,0,1,0,1,0,1,0,1
1519,"Et chez vous, comment va la vie ?",A1,et chez vous comment aller le vie,8,3.25,1.0,1,"{'CCONJ': 1, 'ADP': 1, 'PRON': 1, 'PUNCT': 2, 'ADV': 1, 'VERB': 1, 'DET': 1, 'NOUN': 1}",2,1,1,0,0,1,1,0,1,0,1,0,1,0,0
1520,Les fortunes détruites sont les chevrons des courtisanes.,C2,le fortune détruire être le chevron de courtisane,8,6.25,1.0,0,"{'DET': 2, 'NOUN': 3, 'VERB': 1, 'AUX': 1, 'ADP': 1, 'PUNCT': 1}",1,0,0,0,1,2,0,0,3,0,1,0,1,0,0
1521,As-tu prévu quelque chose ?,B1,astu prévoir quelque chose,5,4.6,1.0,0,"{'PROPN': 1, 'NOUN': 3, 'VERB': 1, 'DET': 1, 'PUNCT': 1}",1,0,0,0,0,1,0,0,3,0,0,0,1,1,0
1522,"Caterina serait, selon la tradition, fille de paysans pauvres.",B2,caterina être selon le tradition fille de paysan pauvre,9,6.0,1.0,2,"{'PROPN': 1, 'AUX': 1, 'PUNCT': 3, 'ADP': 2, 'DET': 1, 'NOUN': 3, 'ADJ': 1}",3,0,0,0,1,1,0,0,3,0,2,1,0,1,0
1523,C'est dramatique qu'ils aient été amnésique suite au terrible accident survenu lors des tests de laboratoire.,C1,cest dramatique quils avoir être amnésique suite au terrible accident survenir lors de test de laboratoire,16,5.875,1.0,0,"{'PRON': 2, 'AUX': 3, 'ADJ': 3, 'SCONJ': 1, 'NOUN': 4, 'ADP': 3, 'VERB': 1, 'ADV': 1, 'PUNCT': 1}",1,1,0,0,3,0,2,0,4,0,3,3,1,0,1
1524,Je t'ai attendu 1 heure devant le cinéma dans le froid,A2,je ter attendre 1 heure devant le cinéma dans le froid,11,4.0,0.9090909090909091,0,"{'PRON': 2, 'AUX': 1, 'VERB': 1, 'NUM': 1, 'NOUN': 3, 'ADP': 2, 'DET': 2}",0,0,0,0,1,2,2,1,3,0,2,0,1,0,0
1525,"À terme, plus de 300 déchetteries professionnelles collecteront gratuitement ces déchets qui seront ensuite transportés dans des centres de traitement où ils suivront le même circuit que les déchets ménagers : destruction, dépollution, puis réutilisation dans la fabrication de nouveaux équipements électroniques.",B2,à terme plus de 300 déchetterie professionnel collecter gratuitement ce déchet qui être ensuite transporter dans un centre de traitement où il suivre le même circuit que le déchet ménager   destruction dépollution pouvoir réutilisation dans le fabrication de nouveau équipement électronique,42,6.476190476190476,0.9047619047619048,3,"{'ADP': 6, 'NOUN': 11, 'PUNCT': 5, 'ADV': 3, 'NUM': 1, 'ADJ': 5, 'VERB': 4, 'DET': 5, 'PRON': 3, 'AUX': 1, 'SCONJ': 1, 'CCONJ': 1}",5,3,1,0,1,5,3,1,11,0,6,5,4,0,1
1526,"Pour recevoir nos annonces sur votre boîte mail, inscrivez-vous sur le site de notre agence d'intérim adeki.fr.",B2,pour recevoir notre annonce sur votre boîte mail inscrivezvou sur le site de notre agence dintérim adekifr,17,5.588235294117647,0.9411764705882353,1,"{'ADP': 5, 'VERB': 2, 'DET': 4, 'NOUN': 6, 'PROPN': 1, 'PUNCT': 2, 'ADJ': 1}",2,0,0,0,0,4,0,0,6,0,5,1,2,1,0
1527,En attendant la retraite.,A2,en attendre le retraite,4,5.5,1.0,0,"{'ADP': 1, 'VERB': 1, 'DET': 1, 'NOUN': 1, 'PUNCT': 1}",1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
1528,"Toi, tu peux apporter un jus de fruits.",A1,toi tu pouvoir apporter un jus de fruit,8,4.0,1.0,1,"{'PROPN': 1, 'PUNCT': 2, 'VERB': 3, 'DET': 1, 'NOUN': 2, 'ADP': 1}",2,0,0,0,0,1,0,0,2,0,1,0,3,1,0
1529,Je suis persuadé que la robolution va profondément modifier notre système économique.,C2,je être persuader que le robolution aller profondément modifier notre système économique,12,6.166666666666667,1.0,0,"{'PRON': 1, 'AUX': 1, 'ADJ': 2, 'SCONJ': 1, 'DET': 2, 'NOUN': 2, 'VERB': 2, 'ADV': 1, 'PUNCT': 1}",1,1,0,0,1,2,1,0,2,0,0,2,2,0,1
1530,Il est très joyeux et il siffle.,A1,il être très joyeux et il siffler,7,3.7142857142857144,1.0,0,"{'PRON': 2, 'AUX': 1, 'ADV': 1, 'ADJ': 2, 'CCONJ': 1, 'PUNCT': 1}",1,1,1,0,1,0,2,0,0,0,0,2,0,0,0
1531,C'était une pièce vide et triste ; aux parois lépreuses des murs s'effiloquaient des débris d'affiches officielles,C1,céter un pièce vide et triste   à paroi lépreux de mur seffiloquaient un débris daffiche officiel,17,5.764705882352941,0.9411764705882353,0,"{'PRON': 2, 'AUX': 1, 'DET': 1, 'NOUN': 5, 'ADJ': 4, 'CCONJ': 1, 'PUNCT': 1, 'ADP': 4, 'VERB': 1}",1,0,1,0,1,1,2,0,5,0,4,4,1,0,0
1532,"Ces défis environnementaux, avec la mobilité internationale qui s'intensifie, les migrations de personnes et le commerce international de marchandises et de services, montrent que la préservation du bien-être revêt de plus en plus une dimension globale.",C1,ce défi environnemental avec le mobilité international qui sintensifie le migration de personne et le commerce international de marchandise et de service montrer que le préservation de bienêtr revêt de plus en plus un dimension global,36,6.055555555555555,0.8333333333333334,3,"{'DET': 6, 'NOUN': 10, 'ADJ': 5, 'PUNCT': 4, 'ADP': 7, 'PRON': 2, 'VERB': 2, 'CCONJ': 2, 'SCONJ': 1, 'ADV': 2}",4,2,2,0,0,6,2,0,10,0,7,5,2,0,1
1533,L'enseignement des langues dans l'école française est - comment dire ça poliment,C2,lenseignemer un langue dans lécole français être   comment dire cela polimer,12,5.75,1.0,0,"{'DET': 2, 'NOUN': 3, 'ADP': 2, 'ADJ': 1, 'AUX': 1, 'PUNCT': 1, 'ADV': 1, 'VERB': 2, 'PRON': 1}",1,1,0,0,1,2,1,0,3,0,2,1,2,0,0
1534,"La Semaine s'est ouverte lundi sur le parvis du Trocadéro à Paris, par un événement symbolique, en présence des adjointes pour les personnes handicapées au maire de Paris.",B1,le semaine sest ouvrir lundi sur le parvis de trocadéro à pari par un événement symbolique en présence de adjoint pour le personne handicaper au maire de pari,28,5.142857142857143,1.0,2,"{'DET': 4, 'NOUN': 8, 'PRON': 1, 'AUX': 1, 'VERB': 3, 'ADP': 9, 'PROPN': 2, 'PUNCT': 3, 'ADJ': 1}",3,0,0,0,1,4,1,0,8,0,9,1,3,2,0
1535,Cette voiture ressemble à ma voiture.,A1,ce voiture ressembler à mon voiture,6,5.333333333333333,1.0,0,"{'DET': 2, 'NOUN': 2, 'VERB': 1, 'ADP': 1, 'PUNCT': 1}",1,0,0,0,0,2,0,0,2,0,1,0,1,0,0
1536,"Le plus inquiétant et scandaleux, c'est en mathématiques : il échange ses réponses et travaux pratiques à tout l'internat contre rétribution, ce qui explique les quantités de provisions et d'objets illégaux qui dans son placard.",C1,le plus inquiétant et scandaleux cest en mathématique   il échanger son réponse et travail pratique à tout linternat contre rétribution ce qui expliquer le quantité de provision et dobjet illégal qui dans son placard,35,5.542857142857143,0.9142857142857143,2,"{'DET': 5, 'ADV': 1, 'ADJ': 5, 'CCONJ': 3, 'PUNCT': 4, 'PRON': 5, 'AUX': 1, 'ADP': 6, 'NOUN': 9, 'VERB': 2}",4,1,3,0,1,5,5,0,9,0,6,5,2,0,0
1537,"Cette entreprise vient de s'installer dans la région, elle va recruter!",B1,ce entreprise venir de sinstaller dans le région lui aller recruter,11,5.545454545454546,1.0,1,"{'DET': 2, 'NOUN': 2, 'VERB': 4, 'ADP': 2, 'PRON': 2, 'PUNCT': 2}",2,0,0,0,0,2,2,0,2,0,2,0,4,0,0
1538,La mort a figé le jeune homme dans une posture christique.,C2,le mort avoir figer le jeune homme dans un posture christique,11,4.363636363636363,1.0,0,"{'DET': 3, 'NOUN': 3, 'AUX': 1, 'VERB': 1, 'ADJ': 2, 'ADP': 1, 'PUNCT': 1}",1,0,0,0,1,3,0,0,3,0,1,2,1,0,0
1539,Je passe par la Suisse.,B1,je passer par le suisse,5,3.8,1.0,0,"{'PRON': 1, 'VERB': 1, 'ADP': 1, 'DET': 1, 'PROPN': 1, 'PUNCT': 1}",1,0,0,0,0,1,1,0,0,0,1,0,1,1,0
1540,"Comme au judaïsme, il lui oppose l'idée d'une ""jouissance sanctifiée"".",C2,comme au judaïsme il luire oppose lider dune jouissance sanctifier,10,6.1,1.0,1,"{'ADP': 3, 'NOUN': 3, 'PUNCT': 4, 'PRON': 2, 'VERB': 1, 'DET': 2, 'ADJ': 1}",4,0,0,0,0,2,2,0,3,0,3,1,1,0,0
1541,"Pour lui, parler sa langue maternelle avec ses filles, c'est surtout transmettre quelque chose de la culture danoise.",B1,pour luire parler son langue maternel avec son fille cest surtout transmettre quelque chose de le culture danois,18,5.555555555555555,1.0,2,"{'ADP': 3, 'PRON': 2, 'PUNCT': 3, 'VERB': 2, 'DET': 4, 'NOUN': 4, 'ADJ': 1, 'AUX': 1, 'ADV': 1, 'PROPN': 1}",3,1,0,0,1,4,2,0,4,0,3,1,2,1,0
1542,Avez-vous quelque chose à déclarer ?,A1,avezvou quelque chose à déclarer,6,5.166666666666667,1.0,0,"{'VERB': 2, 'PRON': 1, 'DET': 1, 'NOUN': 1, 'ADP': 1, 'PUNCT': 1}",1,0,0,0,0,1,1,0,1,0,1,0,2,0,0
1543,"Je vous rappelle vos rendez-vous de demain, mardi.",A1,je vous rappeler votre rendezvou de demain mardi,8,5.375,1.0,1,"{'PRON': 2, 'VERB': 1, 'DET': 1, 'NOUN': 2, 'ADP': 1, 'ADV': 1, 'PUNCT': 2}",2,1,0,0,0,1,2,0,2,0,1,0,1,0,0
1544,"Chaque été, nous nous rendons au chalet de mes grands-parents.",B1,chaque être nous nous rendre au chalet de mon grandsparent,10,5.3,0.9,1,"{'DET': 2, 'AUX': 1, 'PUNCT': 2, 'PRON': 2, 'VERB': 1, 'ADP': 2, 'NOUN': 4}",2,0,0,0,1,2,2,0,4,0,2,0,1,0,0
1545,Un passager peut se tenir à califourchon derrière le pilote si la motocyclette est conçue pour.,C2,un passager pouvoir se tenir à califourchon derrière le pilote si le motocyclette être concevoir pour,16,5.0,1.0,0,"{'DET': 3, 'NOUN': 4, 'VERB': 3, 'PRON': 1, 'ADP': 3, 'SCONJ': 1, 'AUX': 1, 'PUNCT': 1}",1,0,0,0,1,3,1,0,4,0,3,0,3,0,1
1546,"Un instant, s'il vous plaît.",A1,un instant sil vous plaire,5,4.8,1.0,1,"{'DET': 1, 'NOUN': 1, 'PUNCT': 2, 'SCONJ': 1, 'PRON': 2, 'VERB': 1}",2,0,0,0,0,1,2,0,1,0,0,0,1,0,1
1547,"Quand le mystère est trop impressionnant, on n'ose pas désobéir.",B1,quand le mystère être trop impressionner on nose pas désobéir,10,5.5,1.0,1,"{'SCONJ': 1, 'DET': 1, 'NOUN': 2, 'AUX': 1, 'ADV': 3, 'ADJ': 1, 'PUNCT': 2, 'PRON': 1, 'VERB': 1}",2,3,0,0,1,1,1,0,2,0,0,1,1,0,1
1548,Nous proclamerons notre indépendence dès que l'armistice sera signé.,B2,nous proclamer notre indépendence dès que larmistice être signer,9,6.666666666666667,1.0,0,"{'PRON': 1, 'VERB': 2, 'DET': 2, 'NOUN': 2, 'ADP': 1, 'SCONJ': 1, 'AUX': 1, 'PUNCT': 1}",1,0,0,0,1,2,1,0,2,0,1,0,2,0,1
1549,"Il est bien, ce musée !",A1,il être bien ce musée,6,3.0,1.0,1,"{'PRON': 1, 'AUX': 1, 'ADV': 1, 'PUNCT': 2, 'DET': 1, 'NOUN': 1}",2,1,0,0,1,1,1,0,1,0,0,0,0,0,0
1550,Juste un peu.,A1,juste un peu,3,3.6666666666666665,1.0,0,"{'ADV': 2, 'DET': 1, 'PUNCT': 1}",1,2,0,0,0,1,0,0,0,0,0,0,0,0,0
1551,"Or, le Code du travail stipule que pour pouvoir bénéficier d'un congé sabbatique, le salarié doit remplir une double condition d'ancienneté de trente-six mois, consécutifs ou non, dans l'entreprise et six années d'activité professionnelle antérieure",C1,or le code de travail stipule que pour pouvoir bénéficier dun congé sabbatique le salarié devoir remplir un double condition dancienneter de trentesi mois consécutif ou non dans lentreprise et six année dactivité professionnel antérieur,35,6.142857142857143,0.9714285714285714,4,"{'CCONJ': 3, 'PUNCT': 4, 'DET': 5, 'NOUN': 11, 'ADP': 7, 'VERB': 6, 'SCONJ': 1, 'ADJ': 3, 'NUM': 2, 'ADV': 1}",4,1,3,0,0,5,0,2,11,0,7,3,6,0,1
1552,Il a plusieurs choses à faire ce soir.,A2,il avoir plusieurs chose à faire ce soir,8,3.875,1.0,0,"{'PRON': 1, 'AUX': 1, 'DET': 2, 'NOUN': 2, 'ADP': 1, 'VERB': 1, 'PUNCT': 1}",1,0,0,0,1,2,1,0,2,0,1,0,1,0,0
1553,Je vis chez Gérarda avec ma fille depuis deux ans.,A1,je voir chez gérarda avec mon fille depuis deux an,10,4.1,1.0,0,"{'PRON': 1, 'VERB': 1, 'ADP': 3, 'PROPN': 1, 'DET': 1, 'NOUN': 2, 'NUM': 1, 'PUNCT': 1}",1,0,0,0,0,1,1,1,2,0,3,0,1,1,0
